image_id,filepath,label,source,generator_name,generator_family,width,height,format,collection_date,split,notes,caption,label_a,label_b
defactify_train_13960,data/raw/ai_generated/defactify/defactify_train_13960.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,"A kitchen with an oven, stove , sink, microwave and refrigerator.",1,4
defactify_train_41518,data/raw/ai_generated/defactify/defactify_train_41518.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Several motorcycles and cars parked on a city street.,1,4
defactify_train_2024,data/raw/ai_generated/defactify/defactify_train_2024.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A little dog sitting on a wooden bench.,1,2
defactify_train_7613,data/raw/ai_generated/defactify/defactify_train_7613.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Many plates and dishes line a kitchen cabinet. ,1,5
defactify_train_14929,data/raw/ai_generated/defactify/defactify_train_14929.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A gray fire hydrant sitting next to a brick wall.,1,1
defactify_train_31915,data/raw/ai_generated/defactify/defactify_train_31915.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A giraffe eating grass over a rock wall ,1,1
defactify_train_11289,data/raw/ai_generated/defactify/defactify_train_11289.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A little boy is sitting on a statue of a sheep.,1,3
defactify_train_7455,data/raw/ai_generated/defactify/defactify_train_7455.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A green street sign sitting below a large tree.,1,3
defactify_train_20547,data/raw/ai_generated/defactify/defactify_train_20547.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A couple of bikers riding on top of motorcycles down a street.,1,3
defactify_train_17085,data/raw/ai_generated/defactify/defactify_train_17085.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,The picture of a cat under a car.,1,3
defactify_train_24589,data/raw/ai_generated/defactify/defactify_train_24589.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"A black leather couch in a living room with two chairs, a table and a book case.",1,1
defactify_train_28168,data/raw/ai_generated/defactify/defactify_train_28168.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A fire burns while a person rides a green motorcycle and several motorcycles are flipping in the air.,1,4
defactify_train_1645,data/raw/ai_generated/defactify/defactify_train_1645.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A close up of two street sings above the back of a stop sign.,1,1
defactify_train_41981,data/raw/ai_generated/defactify/defactify_train_41981.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A spiral of bananas sitting inside of a large bowl.,1,5
defactify_train_7777,data/raw/ai_generated/defactify/defactify_train_7777.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,a line of cars with a motorcycle in front,1,1
defactify_train_23481,data/raw/ai_generated/defactify/defactify_train_23481.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,a public bathroom with several sinks and mirrors,1,3
defactify_train_39645,data/raw/ai_generated/defactify/defactify_train_39645.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A yellow and blue fire hydrant by a fence,1,3
defactify_train_38001,data/raw/ai_generated/defactify/defactify_train_38001.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A clock tower is seen in the distance on a busy city street.,1,3
defactify_train_41131,data/raw/ai_generated/defactify/defactify_train_41131.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A large plane with people alighting at the airport,1,1
defactify_train_28373,data/raw/ai_generated/defactify/defactify_train_28373.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,"An elegant bathroom features a tub, sink, mirror, and decorations. ",1,5
defactify_train_10820,data/raw/ai_generated/defactify/defactify_train_10820.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A bird sitting on a sandy beach next to the ocean.,1,2
defactify_train_24687,data/raw/ai_generated/defactify/defactify_train_24687.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A little girl in a public bathroom for kids.,1,3
defactify_train_28690,data/raw/ai_generated/defactify/defactify_train_28690.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A transit bus stopped at a street side that's filled with snow.,1,4
defactify_train_32351,data/raw/ai_generated/defactify/defactify_train_32351.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A motorcycle parked in a parking next next to a car.,1,5
defactify_train_23759,data/raw/ai_generated/defactify/defactify_train_23759.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,The blue and white bus is travelling down the street.,1,5
defactify_train_40796,data/raw/ai_generated/defactify/defactify_train_40796.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A crossroads sign with a car parked nearby. ,1,2
defactify_train_13742,data/raw/ai_generated/defactify/defactify_train_13742.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A red stop sign stands out against the view of a mountain.,1,2
defactify_train_36812,data/raw/ai_generated/defactify/defactify_train_36812.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A group of people riding on bikes down a street.,1,2
defactify_train_22720,data/raw/ai_generated/defactify/defactify_train_22720.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A small red fire hydrant in grassy field.,1,4
defactify_train_14941,data/raw/ai_generated/defactify/defactify_train_14941.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A train crosses a bridge in a large city.,1,1
defactify_train_293,data/raw/ai_generated/defactify/defactify_train_293.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Two toilets are in a restroom with a vanity with dual sinks.,1,5
defactify_train_19793,data/raw/ai_generated/defactify/defactify_train_19793.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A large red sign on a metal pole.,1,5
defactify_train_2429,data/raw/ai_generated/defactify/defactify_train_2429.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A kitchen counter covered in metal bowls and dishes filled with food.,1,5
defactify_train_30506,data/raw/ai_generated/defactify/defactify_train_30506.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A little boy standing on one side of a fence looking at sheep inside the fence.,1,2
defactify_train_25096,data/raw/ai_generated/defactify/defactify_train_25096.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A green and white bus driving down a  city street.,1,4
defactify_train_2025,data/raw/ai_generated/defactify/defactify_train_2025.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A little dog sitting on a wooden bench.,1,3
defactify_train_2799,data/raw/ai_generated/defactify/defactify_train_2799.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A motorcycle sitting on the side of a street corner.,1,3
defactify_train_1651,data/raw/ai_generated/defactify/defactify_train_1651.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,a traffic light hanging over a city street ,1,1
defactify_train_14953,data/raw/ai_generated/defactify/defactify_train_14953.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A cake made to look like a colorful train ,1,1
defactify_train_9567,data/raw/ai_generated/defactify/defactify_train_9567.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,"A bathroom area with toilet, sink and black curtain.",1,3
defactify_train_30613,data/raw/ai_generated/defactify/defactify_train_30613.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A cow standing next to a shelf with many drinks.,1,1
defactify_train_11423,data/raw/ai_generated/defactify/defactify_train_11423.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A black cat standing over a glass bowl.,1,5
defactify_train_15939,data/raw/ai_generated/defactify/defactify_train_15939.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,a bathroom with a toilet with a sink,1,3
defactify_train_16551,data/raw/ai_generated/defactify/defactify_train_16551.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Two bikes are sitting in the sand on the beach.,1,3
defactify_train_3035,data/raw/ai_generated/defactify/defactify_train_3035.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A white toilet sitting next to a window in a bathroom.,1,5
defactify_train_19853,data/raw/ai_generated/defactify/defactify_train_19853.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A woman hugs a gray cat to her chest.,1,5
defactify_train_33417,data/raw/ai_generated/defactify/defactify_train_33417.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,People sitting on benches next to each other.,1,3
defactify_train_14523,data/raw/ai_generated/defactify/defactify_train_14523.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A brown plane is parked at air port,1,3
defactify_train_14129,data/raw/ai_generated/defactify/defactify_train_14129.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Two men standing next to a busted fire hydrant.,1,5
defactify_train_20563,data/raw/ai_generated/defactify/defactify_train_20563.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A bathroom sink under a mirror in a bathroom.,1,1
defactify_train_2542,data/raw/ai_generated/defactify/defactify_train_2542.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A group of sheep are in a grassy field near a house.,1,4
defactify_train_19561,data/raw/ai_generated/defactify/defactify_train_19561.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"A street sign with the name of a street on it, and next to it is a post with various names up and down the post.",1,1
defactify_train_9617,data/raw/ai_generated/defactify/defactify_train_9617.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Two giraffe standing next to each other in a forest.,1,5
defactify_train_34378,data/raw/ai_generated/defactify/defactify_train_34378.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Two fighter jets flying through a blue sky.,1,4
defactify_train_40660,data/raw/ai_generated/defactify/defactify_train_40660.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,"A bathroom that has a sink, toilet and mirror.",1,4
defactify_train_33899,data/raw/ai_generated/defactify/defactify_train_33899.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A white toilet with a  control panel on it's left side.,1,5
defactify_train_26783,data/raw/ai_generated/defactify/defactify_train_26783.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A train is stopped at a station beside a traffic signal.,1,5
defactify_train_20764,data/raw/ai_generated/defactify/defactify_train_20764.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,"A Virgin Records train next to a blue, yellow and red train at a subway station. ",1,4
defactify_train_38561,data/raw/ai_generated/defactify/defactify_train_38561.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A train sitting inside of a train station near a skylight.,1,5
defactify_train_6844,data/raw/ai_generated/defactify/defactify_train_6844.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A group of smiling young children sit at a table in the library.,1,4
defactify_train_28264,data/raw/ai_generated/defactify/defactify_train_28264.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,a yellow and black train is on some tracks,1,4
defactify_train_15829,data/raw/ai_generated/defactify/defactify_train_15829.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"A big, fat bird has some crazy hair",1,1
defactify_train_23278,data/raw/ai_generated/defactify/defactify_train_23278.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A PICTURE OF ALL WHITE IN A BATHROOM ,1,4
defactify_train_11817,data/raw/ai_generated/defactify/defactify_train_11817.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A bathroom with a large mirror above a white sink.,1,3
defactify_train_2440,data/raw/ai_generated/defactify/defactify_train_2440.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,a street sign on the corner with buildings in the background,1,4
defactify_train_39089,data/raw/ai_generated/defactify/defactify_train_39089.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A man with a wrench turning off a fire hydrant.,1,5
defactify_train_34436,data/raw/ai_generated/defactify/defactify_train_34436.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A man holding a microphone while sitting down.,1,2
defactify_train_31311,data/raw/ai_generated/defactify/defactify_train_31311.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A city street lined with vintage cars and pedestrians.,1,3
defactify_train_24309,data/raw/ai_generated/defactify/defactify_train_24309.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A minivan is in an intersection with the traffic lights showing red.,1,3
defactify_train_41845,data/raw/ai_generated/defactify/defactify_train_41845.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,Two women wearing hats standing near a fence.,1,1
defactify_train_20685,data/raw/ai_generated/defactify/defactify_train_20685.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,a man putting his bike on a rack in front of the bus,1,3
defactify_train_8765,data/raw/ai_generated/defactify/defactify_train_8765.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A man sitting at a bus stop on a green bench,1,5
defactify_train_29132,data/raw/ai_generated/defactify/defactify_train_29132.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,An old luncheonette sign on a corner by a street sign,1,2
defactify_train_20085,data/raw/ai_generated/defactify/defactify_train_20085.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Several different pots place on a stone floor.,1,3
defactify_train_1424,data/raw/ai_generated/defactify/defactify_train_1424.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A bathtub with candles lit up around it and a stool next to it.,1,2
defactify_train_34425,data/raw/ai_generated/defactify/defactify_train_34425.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,The woman stands near the stove near a baby chair on the ground. ,1,3
defactify_train_18351,data/raw/ai_generated/defactify/defactify_train_18351.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A man standing in front of a mirror above a counter.,1,3
defactify_train_21533,data/raw/ai_generated/defactify/defactify_train_21533.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A commuter train pulling into a busy train station.,1,5
defactify_train_15862,data/raw/ai_generated/defactify/defactify_train_15862.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,There is a big stop sign colored in red and white ,1,4
defactify_train_16721,data/raw/ai_generated/defactify/defactify_train_16721.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A city traffic light is red with a large billow of smoke in the background.,1,5
defactify_train_26411,data/raw/ai_generated/defactify/defactify_train_26411.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A man riding a bike on a dirt path through a forest.,1,5
defactify_train_4052,data/raw/ai_generated/defactify/defactify_train_4052.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A red stop sign sitting next to a green street sign.,1,2
defactify_train_13963,data/raw/ai_generated/defactify/defactify_train_13963.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A man is taking a picture of his bathroom sink.,1,1
defactify_train_20536,data/raw/ai_generated/defactify/defactify_train_20536.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Many different signs cover a post next to a bus stop.,1,4
defactify_train_23755,data/raw/ai_generated/defactify/defactify_train_23755.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,The blue and white bus is travelling down the street.,1,1
defactify_train_40065,data/raw/ai_generated/defactify/defactify_train_40065.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,The side of a train showing the entrance and two doors.,1,3
defactify_train_39806,data/raw/ai_generated/defactify/defactify_train_39806.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A cardinal sits on a wooden rail in his home environment ,1,2
defactify_train_20927,data/raw/ai_generated/defactify/defactify_train_20927.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,a bunch of green bananas and some ripe bananas next to a coffee cup,1,5
defactify_train_30483,data/raw/ai_generated/defactify/defactify_train_30483.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A woman dressed in a police uniform talking to a man on a motorcycle.,1,3
defactify_train_13609,data/raw/ai_generated/defactify/defactify_train_13609.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A train pulling out of a train station.,1,1
defactify_train_2038,data/raw/ai_generated/defactify/defactify_train_2038.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A herd of animals grazing on the side of a green hill.,1,4
defactify_train_16810,data/raw/ai_generated/defactify/defactify_train_16810.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,a jumbo jet sits parked in an airport ,1,4
defactify_train_35069,data/raw/ai_generated/defactify/defactify_train_35069.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A bus loading and unloading passengers in front of a Pizza Hut,1,5
defactify_train_25220,data/raw/ai_generated/defactify/defactify_train_25220.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A spinning wheel and hutch by window at night.,1,2
defactify_train_8116,data/raw/ai_generated/defactify/defactify_train_8116.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,People crossing the street of a busy city street.,1,4
defactify_train_19879,data/raw/ai_generated/defactify/defactify_train_19879.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A kitchen with a doorway leading to a laundry room.,1,1
defactify_train_33879,data/raw/ai_generated/defactify/defactify_train_33879.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,The train travels near water with mountains in the background.,1,3
defactify_train_22403,data/raw/ai_generated/defactify/defactify_train_22403.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A white toilet sitting up against a yellow wall.,1,5
defactify_train_37946,data/raw/ai_generated/defactify/defactify_train_37946.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A man races a motorcycle on a track.,1,2
defactify_train_38441,data/raw/ai_generated/defactify/defactify_train_38441.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A man sitting on a plane in back of a seat with a monitor on it.,1,5
defactify_train_9733,data/raw/ai_generated/defactify/defactify_train_9733.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A woman standing in a kitchen preparing food.,1,1
defactify_train_15040,data/raw/ai_generated/defactify/defactify_train_15040.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A man with an umbrella is standing in front of a shop.,1,4
defactify_train_9685,data/raw/ai_generated/defactify/defactify_train_9685.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,An old man holding a plaque next to a motorcycle.,1,1
defactify_train_27992,data/raw/ai_generated/defactify/defactify_train_27992.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,An old black and white photo of two men in suits.,1,2
defactify_train_15428,data/raw/ai_generated/defactify/defactify_train_15428.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A street sign covered in stickers under a breezeway.,1,2
defactify_train_35662,data/raw/ai_generated/defactify/defactify_train_35662.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,a small plane is flying in the sky,1,4
defactify_train_40936,data/raw/ai_generated/defactify/defactify_train_40936.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,a sanctuary sign and a tall clock tower,1,4
defactify_train_38968,data/raw/ai_generated/defactify/defactify_train_38968.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A man preparing food in a restaurant kitchen. ,1,4
defactify_train_40439,data/raw/ai_generated/defactify/defactify_train_40439.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A man walking past a train at a train station.,1,5
defactify_train_18609,data/raw/ai_generated/defactify/defactify_train_18609.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,"S&B train number 3815 coming down the track, country area.",1,3
defactify_train_25199,data/raw/ai_generated/defactify/defactify_train_25199.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Two cars and a motorcycle are parked in the same small spot at various times.,1,5
defactify_train_5336,data/raw/ai_generated/defactify/defactify_train_5336.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,Two cups of black coffee sitting next to a coffee pot. ,1,2
defactify_train_16177,data/raw/ai_generated/defactify/defactify_train_16177.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A couple of women standing next to a couple of soldiers.,1,1
defactify_train_19735,data/raw/ai_generated/defactify/defactify_train_19735.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A toilet sitting next to a white sink under a mirror.,1,1
defactify_train_30523,data/raw/ai_generated/defactify/defactify_train_30523.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,People walking around downtown and a man riding his bike.,1,1
defactify_train_28648,data/raw/ai_generated/defactify/defactify_train_28648.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,There is a bird perched on top of a sign with a body of water in the background.,1,4
defactify_train_21153,data/raw/ai_generated/defactify/defactify_train_21153.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,a man on a skate board jumps over a motor bike,1,3
defactify_train_23135,data/raw/ai_generated/defactify/defactify_train_23135.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A keyboard and mouse along with other items on the desk ,1,5
defactify_train_31145,data/raw/ai_generated/defactify/defactify_train_31145.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A red stop sign and a person on a street.,1,5
defactify_train_23407,data/raw/ai_generated/defactify/defactify_train_23407.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,some little goats and sheep standing next to a larger goat ,1,1
defactify_train_41792,data/raw/ai_generated/defactify/defactify_train_41792.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,"The bath room is clean with brown tile, white sink and large mirror.",1,2
defactify_train_26036,data/raw/ai_generated/defactify/defactify_train_26036.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,a red and blue fire hydrant and people walking in the rain,1,2
defactify_train_883,data/raw/ai_generated/defactify/defactify_train_883.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A Street sign standing next to a palm tree.,1,1
defactify_train_1135,data/raw/ai_generated/defactify/defactify_train_1135.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A motorcycle parked next to a  car in a  parking lot.,1,1
defactify_train_28235,data/raw/ai_generated/defactify/defactify_train_28235.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,a woman is standing at a sink in a kitchen,1,5
defactify_train_4580,data/raw/ai_generated/defactify/defactify_train_4580.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,"A small bathroom with a toilet, trash can and toilet brush",1,2
defactify_train_5504,data/raw/ai_generated/defactify/defactify_train_5504.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A decorative space with yellow ceramics and a vase of flowers.,1,2
defactify_train_14875,data/raw/ai_generated/defactify/defactify_train_14875.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A virgin plane is sitting on the runway,1,1
defactify_train_5281,data/raw/ai_generated/defactify/defactify_train_5281.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"A sink with a toothbrush holder, soap and a mirror around it. ",1,1
defactify_train_33051,data/raw/ai_generated/defactify/defactify_train_33051.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,An eagle is posted on a thin rail.,1,3
defactify_train_6164,data/raw/ai_generated/defactify/defactify_train_6164.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,an up close picture of mechanic of a bike ,1,2
defactify_train_31681,data/raw/ai_generated/defactify/defactify_train_31681.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,The man is walking down the street with no shirt on.,1,1
defactify_train_29457,data/raw/ai_generated/defactify/defactify_train_29457.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A large flock of black birds in flight.,1,3
defactify_train_67,data/raw/ai_generated/defactify/defactify_train_67.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A white toilet sitting in a bathroom next to a wall.,1,1
defactify_train_30646,data/raw/ai_generated/defactify/defactify_train_30646.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,"Park with grass, chair and bird on sidewalk.",1,4
defactify_train_21404,data/raw/ai_generated/defactify/defactify_train_21404.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,All of the bunches of bananas are yellow and ripe.,1,2
defactify_train_371,data/raw/ai_generated/defactify/defactify_train_371.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A giraffe laying on the ground near a fence.,1,5
defactify_train_15886,data/raw/ai_generated/defactify/defactify_train_15886.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A kitchen that is in the process of having the floors done ,1,4
defactify_train_37203,data/raw/ai_generated/defactify/defactify_train_37203.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A white toilet sitting up against a wall under a window.,1,3
defactify_train_21514,data/raw/ai_generated/defactify/defactify_train_21514.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A bunch of sheep smile are they walk by.,1,4
defactify_train_8445,data/raw/ai_generated/defactify/defactify_train_8445.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A row of motorcyclists lined up while passer byers watch.,1,3
defactify_train_35357,data/raw/ai_generated/defactify/defactify_train_35357.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Several buses stopped on a night time street.,1,5
defactify_train_20294,data/raw/ai_generated/defactify/defactify_train_20294.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A group of people getting onto a bus.,1,2
defactify_train_11507,data/raw/ai_generated/defactify/defactify_train_11507.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A train inside a station moving at a regular speed.,1,5
defactify_train_16329,data/raw/ai_generated/defactify/defactify_train_16329.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A man crossing a busy road on Division st.,1,3
defactify_train_5962,data/raw/ai_generated/defactify/defactify_train_5962.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A motorcycle sits parked across from a herd of livestock.,1,4
defactify_train_16279,data/raw/ai_generated/defactify/defactify_train_16279.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"This is the view of a kitchen stove, kitchen sink, counter, and cabinets. ",1,1
defactify_train_27476,data/raw/ai_generated/defactify/defactify_train_27476.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A bird in a pot eating a fruit.,1,2
defactify_train_36153,data/raw/ai_generated/defactify/defactify_train_36153.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A black and yellow bike making a turn on the track,1,3
defactify_train_11924,data/raw/ai_generated/defactify/defactify_train_11924.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A telephone booth and a red bus on the side of the street.,1,2
